1068,548,550
720,837,739
1019,1035,989
266,164,165
1059,749,582
723,746,577
188,746,981
317,34,35
394,210,212
188,981,959
228,146,147
727,1052,724
244,155,246
288,175,176
223,113,114
217,116,117
950,724,1052
1044,947,1026
1044,1026,949
249,100,101
386,202,204
525,352,354
455,276,278
1030,737,739
330,47,332
286,174,175
1030,739,839
1051,968,1014
254,158,159
235,107,108
1051,1014,966
1036,986,984
262,163,264
1036,984,951
352,57,58
1066,948,1000
193,128,129
1046,784,1053
191,726,951
228,147,230
254,252,158
250,156,157
1049,955,1010
465,286,288
206,135,136
386,204,388
963,926,735
250,248,156
498,327,325
297,76,77
342,52,53
963,957,926
294,178,179
1058,759,969
215,118,213
291,79,80
294,179,296
292,177,178
741,835,720
1045,734,956
1045,956,790
477,298,300
1046,1053,738
193,129,194
289,80,81
1038,1054,1064
1031,964,998
307,71,72
1031,998,962
370,66,67
190,885,883
334,49,336
306,184,185
1057,585,752
369,8,9
375,69,4
279,85,86
1069,747,924
1043,836,834
196,130,131
1028,925,842
324,43,44
1057,587,585
264,163,164
315,35,36
713,1039,923
203,123,124
502,331,329
307,72,305
305,72,73
235,108,233
837,720,835
453,274,276
740,748,961
740,961,750
1063,947,1044
278,170,171
278,276,170
369,9,367
372,67,68
273,88,89
189,968,1051
1048,1011,952
318,40,41
1052,1027,950
227,111,112
281,85,279
303,73,74
201,124,125
201,125,199
228,226,146
1029,780,778
1029,778,885
1050,1035,1021
189,1051,755
317,35,315
526,355,353
1037,921,1009
1037,1009,718
502,504,331
276,169,170
423,241,239
226,145,146
1039,714,943
196,194,130
357,14,15
1037,718,713
1029,885,742
349,18,19
196,131,198
1057,752,965
362,62,63
274,168,169
233,108,109
1052,727,717
241,104,105
1052,717,952
1055,836,1043
1055,1043,716
1067,1055,745
378,194,196
347,19,20
1053,784,782
760,887,593
342,340,52
324,44,326
1057,965,1013
287,82,285
1041,950,1022
345,20,21
211,213,119
209,120,121
224,145,226
222,143,144
372,68,374
371,7,8
371,8,369
375,4,6
1041,1022,1002
339,23,24
297,299,76
1032,743,1054
292,290,177
1032,1054,833
230,147,148
234,149,150
291,293,79
385,387,203
312,1,38
310,186,187
1034,730,983
1034,983,893
520,349,347
198,131,132
435,256,258
249,101,248
488,315,486
311,37,3
368,65,66
396,212,214
1047,715,832
488,317,315
205,122,123
303,305,73
306,185,308
318,316,40
1047,832,830
1055,716,745
434,257,255
253,98,99
344,53,54
348,55,56
657,491,493
234,232,149
216,140,141
523,350,352
331,27,28
197,126,127
229,110,111
273,89,271
360,61,62
367,9,10
336,49,50
346,54,55
220,142,143
344,342,53
223,225,113
221,114,115
1055,838,836
426,242,244
320,41,42
308,185,186
1040,756,982
1040,982,884
320,42,322
296,179,180
266,165,268
239,105,106
663,497,499
328,45,46
368,366,65
534,536,363
290,176,177
290,288,176
197,127,195
333,26,27
248,101,2
248,2,156
200,132,133
359,13,14
261,94,95
440,263,261
213,118,119
275,87,88
215,217,117
458,281,279
295,77,78
283,83,84
337,24,25
195,127,128
314,38,39
310,187,312
398,214,216
350,56,57
230,148,232
304,183,184
298,180,181
298,296,180
277,86,87
277,279,86
254,159,256
259,95,96
220,218,142
224,144,145
286,175,288
663,499,665
219,115,116
269,90,91
242,153,154
282,172,173
314,312,38
477,475,298
353,16,17
200,198,132
256,159,160
258,160,161
301,74,75
299,75,76
313,36,37
313,315,36
328,326,45
326,44,45
237,107,235
272,167,168
329,28,29
323,31,32
333,335,26
335,25,26
366,64,65
532,361,359
255,97,98
252,157,158
456,279,277
269,271,90
266,264,164
270,166,167
363,11,12
362,360,62
365,10,11
364,63,64
311,3,70
309,70,71
321,32,33
383,201,199
339,341,23
343,21,22
204,134,135
204,202,134
271,89,90
275,88,273
249,251,100
250,157,252
335,337,25
197,199,126
304,302,183
300,181,182
214,139,140
214,140,216
374,68,69
373,6,7
243,104,241
282,280,172
221,223,114
275,277,87
251,99,100
251,253,99
270,268,166
268,165,166
241,105,239
247,246,5
343,22,341
339,24,337
351,17,18
351,353,17
310,308,186
316,39,40
343,345,21
520,347,518
283,285,83
285,82,83
274,272,168
270,167,272
300,182,302
302,182,183
316,314,39
314,310,312
231,233,109
258,161,260
347,20,345
347,349,19
269,91,267
219,116,217
456,277,454
287,289,81
193,195,128
510,339,337
409,227,225
569,401,399
284,174,286
245,102,103
351,18,349
200,133,202
455,278,457
284,282,173
416,232,234
465,463,286
376,195,193
840,686,684
301,303,74
319,34,317
232,148,149
328,46,330
496,325,323
325,30,31
443,264,266
237,239,106
206,136,208
206,204,135
487,308,310
487,485,308
295,78,293
293,78,79
346,55,348
218,141,142
467,288,290
497,324,326
373,375,6
375,374,69
368,66,370
373,374,375
390,206,208
355,15,16
218,216,141
350,57,352
340,51,52
338,50,51
321,323,32
301,75,299
519,346,348
220,143,222
487,310,314
485,306,308
355,357,15
355,16,353
329,29,327
329,331,28
255,257,97
249,248,250
322,42,43
304,184,306
457,278,280
467,465,288
372,370,67
543,370,372
514,343,341
383,385,201
400,216,218
523,521,350
338,51,340
334,332,48
430,253,251
431,252,254
224,222,144
338,336,50
466,289,287
464,287,285
569,399,567
450,273,271
219,221,115
573,405,403
395,213,211
205,207,122
509,336,338
683,517,519
514,516,343
516,345,343
365,367,10
532,359,530
542,371,369
364,362,63
207,121,122
209,211,120
510,337,508
670,506,504
543,372,544
373,7,371
322,43,324
653,485,487
242,154,244
240,152,153
533,360,362
364,64,366
274,169,276
425,243,241
300,298,181
320,318,41
363,365,11
363,12,361
259,261,95
231,110,229
295,297,77
476,299,297
238,151,152
236,150,151
675,509,511
396,214,398
309,311,70
309,71,307
418,234,236
236,234,150
530,359,357
688,524,522
486,309,307
311,313,37
466,468,289
393,211,209
661,495,497
483,304,306
443,441,264
441,262,264
513,340,342
406,222,224
291,80,289
476,478,299
245,247,102
245,103,243
443,266,445
445,266,268
344,54,346
406,404,222
496,323,494
201,203,124
426,424,242
425,241,423
459,280,282
428,244,246
548,378,380
210,137,138
258,256,160
439,260,262
354,58,59
354,352,58
379,197,195
484,307,305
359,14,357
359,361,13
572,402,404
406,224,408
227,229,111
227,112,225
753,584,586
418,416,234
474,297,295
490,319,317
533,531,360
390,208,392
428,426,244
463,284,286
409,411,227
431,429,252
205,123,203
474,295,472
503,330,332
503,332,505
486,315,313
309,313,311
400,398,216
350,348,56
210,138,212
210,208,137
478,301,299
484,486,307
401,219,217
456,458,279
414,230,232
414,232,416
283,84,281
462,285,283
399,217,215
401,403,219
573,403,571
403,221,219
542,369,540
540,369,367
240,238,152
240,153,242
489,316,318
659,493,495
511,338,340
507,334,336
292,178,294
459,457,280
384,200,202
528,357,355
708,707,543
544,374,373
461,459,282
421,239,237
333,27,331
379,381,197
430,251,429
429,250,252
415,233,231
421,423,239
697,531,533
536,365,363
417,235,233
597,429,431
438,261,259
439,437,260
437,258,260
263,93,94
356,59,60
356,60,358
263,265,93
263,94,261
325,327,30
325,31,323
236,151,238
418,236,420
432,255,253
255,98,253
209,121,207
472,295,293
672,508,506
504,333,331
356,354,59
511,340,513
420,236,238
422,238,240
486,313,309
391,209,207
475,296,298
422,420,238
392,208,210
538,367,365
483,306,485
659,495,661
538,540,367
537,364,366
380,198,382
512,341,339
535,362,364
527,354,356
447,268,270
447,270,449
684,520,518
524,353,351
451,272,274
419,237,235
392,210,394
528,530,357
424,240,242
469,290,292
438,440,261
608,440,606
481,302,304
493,320,322
549,381,379
377,193,194
419,235,417
611,443,445
648,482,480
466,287,464
389,207,205
478,480,301
451,449,272
609,441,443
492,321,319
494,323,321
452,275,273
391,207,389
387,205,203
496,498,325
507,336,509
505,332,334
449,270,272
451,274,453
619,451,453
447,445,268
408,224,226
410,226,228
389,205,387
480,303,301
405,223,221
405,221,403
527,525,354
400,218,402
535,364,537
707,541,543
419,421,237
411,229,227
539,366,368
390,388,206
670,504,668
377,194,378
415,417,233
413,231,229
384,382,200
532,534,361
476,297,474
640,474,472
408,226,410
499,326,328
637,469,471
637,635,469
529,356,358
529,527,356
523,352,525
568,398,400
517,344,346
517,346,519
524,526,353
690,526,524
432,253,430
413,415,231
514,341,512
550,380,382
668,504,502
500,329,327
506,335,333
506,333,504
407,225,223
407,223,405
609,443,611
413,229,411
501,328,330
412,228,230
471,292,294
471,469,292
690,692,526
528,355,526
658,494,492
646,480,478
442,265,263
446,269,267
428,246,247
461,282,284
849,693,695
529,358,531
535,533,362
539,537,366
473,294,296
481,304,483
467,290,469
590,420,422
470,293,291
470,472,293
473,471,294
491,318,320
664,500,498
549,379,545
505,334,507
412,230,414
491,489,318
491,320,493
404,220,222
515,342,344
673,507,509
673,509,675
591,423,421
585,417,415
437,435,258
439,262,441
446,448,269
448,271,269
691,525,527
700,536,534
637,471,639
647,479,481
399,401,217
397,215,213
397,399,215
462,464,285
436,259,257
436,438,259
559,391,389
638,472,470
499,328,501
578,408,410
492,494,321
492,319,490
625,457,459
455,453,276
658,660,494
482,305,303
698,534,532
556,386,388
544,372,374
544,373,371
508,337,335
508,335,506
538,365,536
706,542,540
468,291,289
468,470,291
515,344,517
511,509,338
556,388,558
848,694,692
460,283,281
460,462,283
396,394,212
700,702,536
393,395,211
460,281,458
631,463,465
635,467,469
656,492,490
559,561,391
397,213,395
630,464,462
422,240,424
633,465,467
429,249,250
429,251,249
427,245,243
428,247,245
621,453,455
461,284,463
448,450,271
407,409,225
809,647,649
584,414,416
500,502,329
500,327,498
558,388,390
558,390,560
566,396,398
697,695,531
503,501,330
412,410,228
649,481,483
651,483,485
648,650,482
660,496,494
518,347,345
518,345,516
635,633,467
427,243,425
610,444,442
581,413,411
704,540,538
704,538,702
562,392,394
699,533,535
600,434,432
433,254,256
671,505,507
578,410,580
734,567,565
565,397,395
816,662,660
553,385,383
696,532,530
382,198,200
487,314,316
487,316,489
442,444,265
442,263,440
381,199,197
381,383,199
585,587,417
436,257,434
402,218,220
402,220,404
482,484,305
488,490,317
621,619,453
783,621,623
446,267,444
778,618,616
393,209,391
642,476,474
734,736,567
567,399,397
521,348,350
521,519,348
783,623,785
617,449,451
376,193,377
548,547,378
642,644,476
561,393,391
380,196,198
380,378,196
475,473,296
811,649,651
384,202,386
692,528,526
680,516,514
678,514,512
376,379,195
510,512,339
662,498,496
666,502,500
568,566,398
685,519,521
606,440,438
604,438,436
588,418,420
639,471,473
454,277,275
452,454,275
570,400,402
701,535,537
607,439,441
581,411,579
656,658,492
482,303,480
665,499,501
669,503,505
427,428,245
631,465,633
565,567,397
632,466,464
433,431,254
433,256,435
605,437,439
432,434,255
666,668,502
551,383,381
547,377,378
522,351,349
696,698,532
541,368,370
479,300,302
590,422,592
609,607,441
616,450,448
522,349,520
522,524,351
601,433,435
604,606,438
588,586,418
593,425,423
602,436,434
605,439,607
574,404,406
679,513,515
574,406,576
677,511,513
479,477,300
479,302,481
678,680,514
716,547,548
495,322,324
495,493,322
778,616,776
610,442,608
515,513,342
572,404,574
652,486,484
652,488,486
617,615,449
593,423,591
452,273,450
618,452,450
585,415,583
594,424,426
632,634,466
620,454,452
706,708,542
542,544,371
541,370,543
541,539,368
497,495,324
497,326,499
560,390,392
685,521,687
836,682,680
750,583,740
545,379,376
546,376,377
555,387,385
555,385,553
674,510,508
674,676,510
641,473,475
645,477,479
677,675,511
677,513,679
597,430,429
599,431,433
645,479,647
641,639,473
557,389,387
662,496,660
551,381,549
713,549,545
752,750,751
564,394,396
596,426,428
596,428,427
575,407,405
614,448,446
670,672,506
662,664,498
589,421,419
589,591,421
601,435,603
599,597,431
617,451,619
615,447,449
614,616,448
612,446,444
627,459,461
627,461,629
598,432,430
598,600,432
563,395,393
563,565,395
687,521,523
693,527,529
629,461,463
1042,978,1016
618,620,452
622,456,454
842,688,686
686,522,520
634,468,466
638,640,472
785,623,625
623,455,457
551,553,383
666,500,664
676,512,510
674,508,672
602,604,436
603,435,437
546,377,547
546,545,376
570,568,400
681,515,517
699,697,533
706,707,708
669,667,503
584,416,586
644,478,476
644,646,478
695,529,531
695,693,529
571,403,401
622,624,456
583,415,413
583,413,581
580,410,412
673,671,507
612,444,610
766,606,604
557,387,555
559,389,557
848,692,846
554,384,386
613,445,447
613,611,445
602,434,600
597,598,430
577,409,407
577,579,409
705,539,541
705,541,707
694,530,528
694,528,692
691,527,693
564,396,566
626,460,458
628,462,460
628,630,462
626,628,460
811,651,655
586,416,418
768,608,606
768,770,608
636,470,468
636,638,470
595,427,425
629,463,631
710,595,425
758,1065,1024
571,401,569
624,458,456
826,672,670
1039,545,714
700,534,698
703,537,539
654,656,490
747,728,922
690,524,688
552,382,384
917,822,820
682,518,516
649,483,651
649,647,481
934,851,853
857,701,703
612,614,446
748,581,579
800,640,638
636,468,634
576,406,408
833,677,679
678,512,676
832,678,676
681,679,515
681,517,683
857,855,701
560,392,562
603,437,605
768,606,766
699,535,701
856,702,700
653,487,489
653,489,655
686,688,522
686,520,684
564,562,394
733,564,566
682,516,680
682,684,518
816,818,662
642,474,640
654,490,488
654,488,652
685,683,519
689,523,525
767,605,607
1038,1069,924
781,619,621
760,593,591
575,577,407
188,579,746
665,501,667
867,655,657
563,393,561
632,464,630
742,575,573
1041,724,950
917,919,822
826,828,672
578,576,408
667,501,503
582,412,414
669,505,671
762,602,600
763,601,603
858,704,702
702,538,536
643,475,477
643,641,475
554,552,384
857,703,859
624,626,458
622,454,620
820,666,664
806,646,644
582,414,584
582,580,412
587,419,417
613,447,615
773,611,613
587,589,419
1033,751,750
689,687,523
800,638,798
917,820,915
837,681,683
835,679,681
715,546,547
715,547,716
901,804,802
804,644,642
1045,788,736
736,569,567
703,539,705
703,701,537
650,484,482
650,652,484
708,543,544
708,544,542
809,649,811
659,657,493
775,613,615
775,773,613
627,625,459
709,592,424
847,691,693
735,566,568
592,422,424
709,424,594
835,833,679
570,402,572
867,811,655
813,657,659
618,450,616
573,575,405
747,578,580
827,671,673
835,681,837
743,574,576
937,856,854
706,540,704
922,825,827
663,661,497
643,477,645
815,659,661
623,621,455
623,457,625
726,559,557
804,806,644
774,614,612
772,612,610
825,669,671
1062,573,571
736,738,569
782,622,620
795,633,635
861,592,709
820,822,666
718,551,549
847,693,849
735,733,566
861,759,592
588,420,590
801,639,641
918,821,823
648,480,646
913,818,816
756,589,587
1059,582,584
821,665,667
821,667,823
710,425,593
711,426,596
752,583,750
714,545,546
1067,840,838
548,380,550
878,769,771
754,1059,584
741,574,743
847,845,691
791,629,631
1042,1016,961
552,550,382
714,546,715
901,802,899
654,652,650
960,756,587
777,615,617
711,594,426
1048,952,717
788,628,626
190,575,742
819,663,665
894,795,797
762,764,602
761,600,598
689,525,691
845,689,691
769,607,609
767,607,769
814,660,658
810,650,648
737,568,570
841,685,687
655,489,491
655,491,657
696,530,694
848,850,694
825,671,827
1032,835,741
599,598,597
599,433,601
732,562,564
728,747,580
859,703,705
868,705,707
723,577,575
554,386,556
782,620,780
1065,553,551
653,651,485
653,655,651
800,802,640
730,563,561
966,1050,753
842,686,840
790,630,628
1049,732,564
759,590,592
801,799,639
850,696,694
852,698,696
729,560,562
190,723,575
902,803,805
799,637,639
1038,1064,1069
761,762,600
966,753,755
860,707,706
761,598,599
765,603,605
774,776,614
776,616,614
738,571,569
744,571,738
752,585,583
765,763,603
755,586,588
189,588,590
846,692,690
844,690,688
792,632,630
1049,1010,732
1032,741,743
739,570,572
1059,754,1031
878,771,880
799,797,637
793,631,633
828,674,672
832,676,830
990,905,903
824,670,668
787,625,627
787,627,789
844,688,842
728,580,749
770,610,608
770,772,610
727,558,560
852,854,698
854,700,698
854,856,700
897,800,798
818,664,662
810,654,650
866,656,654
918,916,821
823,667,669
725,927,925
189,755,588
764,604,602
764,766,604
790,628,788
784,624,622
789,627,629
791,789,629
794,634,632
794,796,634
880,771,773
781,779,619
878,876,769
765,605,767
779,617,619
864,595,710
853,697,699
1033,1012,751
779,777,617
862,710,593
839,683,685
737,570,739
954,1003,1048
1011,1048,1003
787,785,625
793,633,795
913,915,818
820,664,818
863,709,594
862,864,710
843,687,689
843,841,687
924,827,829
1038,829,831
839,837,683
839,685,841
803,641,643
725,925,719
797,635,637
797,795,635
749,580,582
819,665,821
932,849,851
851,695,697
1060,785,787
890,791,793
838,684,682
838,682,836
879,772,770
746,579,577
824,826,670
822,668,666
839,739,837
963,568,737
808,648,646
808,646,806
719,550,552
753,586,755
817,661,663
902,805,904
814,816,660
812,658,656
863,594,711
890,889,791
781,621,783
1040,589,756
801,641,803
725,719,552
731,565,563
953,191,951
904,805,807
744,1062,571
1041,1066,724
774,612,772
771,609,611
775,615,777
992,911,909
794,632,792
1046,738,736
1046,736,786
786,626,624
786,624,784
860,706,704
858,702,856
1068,550,719
722,555,553
813,659,815
805,643,645
745,716,548
834,680,678
830,676,674
834,836,680
758,1024,944
970,886,779
873,766,764
873,875,766
805,803,643
904,807,906
896,797,799
189,590,1058
192,557,555
897,899,800
817,663,819
995,912,914
782,784,622
780,620,618
1063,192,555
891,794,792
956,891,792
790,792,630
868,707,860
858,860,704
1066,556,724
724,556,558
712,554,556
913,816,911
812,814,658
808,810,648
855,699,701
855,853,699
931,850,848
937,939,856
830,674,828
1047,830,943
190,742,885
881,774,772
1045,736,734
956,792,790
796,636,634
721,730,561
824,668,822
943,830,828
829,673,675
721,191,953
943,828,923
757,886,970
741,572,574
720,739,572
932,851,934
936,853,855
802,642,640
802,804,642
728,749,962
931,933,850
1061,1062,744
817,815,661
720,572,741
1014,989,1035
936,855,938
843,689,845
851,849,695
851,697,853
581,740,583
844,846,690
862,783,785
970,779,781
798,638,636
1063,1044,192
881,772,879
188,748,579
876,767,769
740,581,748
865,599,601
871,873,764
831,675,677
831,677,833
1042,961,748
871,764,762
190,883,723
852,696,850
807,645,647
807,647,809
1043,715,716
1043,834,715
717,727,560
932,930,849
1028,1068,719
1024,551,718
992,909,990
953,897,895
1049,564,733
930,847,849
948,933,931
929,848,846
1064,743,576
924,922,827
758,944,945
960,967,982
796,798,636
984,897,953
916,819,821
916,914,819
999,930,955
189,1058,968
1045,790,788
1034,563,730
1031,962,1059
884,775,777
928,845,847
926,843,845
786,788,626
786,736,788
1032,833,835
721,561,191
874,765,767
960,1057,1013
883,776,774
780,618,778
807,805,645
908,813,910
1030,841,957
928,847,930
1024,1065,551
1056,972,869
1061,1029,1062
825,823,669
1056,869,711
1061,780,1029
896,894,797
1058,590,759
936,934,853
717,560,729
838,840,684
1067,838,1055
1030,957,737
1030,839,841
191,561,559
1034,731,563
866,654,810
899,802,800
941,940,859
941,860,858
829,675,831
829,827,673
995,914,997
908,809,811
889,789,791
1048,717,729
929,846,927
927,846,844
1067,1068,1028
923,828,826
911,816,814
905,808,806
771,611,773
771,769,609
969,759,971
793,791,631
728,962,920
1064,576,1069
832,834,678
1047,943,714
1046,786,784
1061,782,780
865,761,599
874,767,876
1047,714,715
832,715,834
1069,576,578
1028,842,840
991,906,908
914,817,819
933,852,850
1048,729,954
907,810,808
909,814,812
728,920,922
925,844,842
938,855,857
939,858,856
957,841,843
963,735,568
870,762,761
865,601,763
907,808,905
907,909,812
1058,985,968
935,854,852
889,888,789
892,793,795
998,916,918
969,985,1058
1049,733,999
1008,735,926
875,768,766
877,770,768
941,858,939
940,857,859
900,801,803
969,896,898
949,192,1044
732,1010,954
877,768,875
877,879,770
958,883,881
1042,959,978
1029,742,1062
898,799,801
1006,940,941
868,859,705
1053,782,1061
972,595,864
893,796,794
893,794,891
912,815,817
906,807,809
911,814,909
1025,947,722
884,777,886
886,777,779
758,945,1025
887,781,783
929,931,848
958,723,883
872,763,765
976,875,873
888,787,789
1060,787,888
862,887,783
1060,888,864
971,894,896
892,795,894
1034,891,731
1002,935,933
872,765,874
1033,961,1016
996,915,913
903,806,804
1024,718,1009
921,826,824
1053,1061,744
869,888,889
885,778,776
1056,711,596
982,967,882
758,1025,722
1002,1004,935
940,938,857
991,908,910
754,584,753
1036,1017,986
988,903,901
883,885,776
883,774,881
1067,745,1068
915,820,818
921,923,826
1037,713,923
988,901,986
866,812,656
910,813,815
902,900,803
903,804,901
903,905,806
969,898,985
997,914,916
986,901,899
1036,951,726
892,894,861
942,709,863
192,949,726
895,798,796
895,897,798
895,796,893
912,910,815
912,817,914
191,559,726
924,747,922
1012,979,751
1049,999,955
758,722,1065
882,773,775
1002,933,948
1004,937,935
997,916,998
920,823,825
724,558,727
1042,748,188
935,937,854
935,852,933
919,824,822
919,921,824
890,863,889
942,861,709
960,982,756
979,876,878
920,918,823
920,825,922
865,763,870
865,870,761
890,793,892
942,892,861
977,874,876
872,870,763
928,926,845
1008,926,928
898,896,799
898,801,900
882,880,773
882,775,884
1006,941,939
1007,1005,938
867,657,813
908,906,809
907,812,866
907,866,810
991,910,993
991,904,906
925,927,844
1067,1028,840
871,762,870
977,876,979
941,859,868
941,868,860
973,870,872
973,872,975
869,863,711
869,889,863
996,913,994
1037,923,921
908,811,867
908,867,813
973,871,870
975,872,874
959,879,877
974,873,871
960,587,1057
1033,750,961
1063,555,722
988,990,903
990,909,907
990,907,905
981,881,879
981,879,959
1039,713,545
549,713,718
1042,188,959
978,877,875
946,929,927
1000,931,929
955,930,932
1003,934,936
969,971,896
985,898,900
1056,596,427
994,913,911
994,911,992
1036,726,949
987,900,902
989,902,904
971,759,861
971,861,894
967,880,882
757,970,760
1000,929,946
1000,948,931
974,871,973
974,976,873
1003,936,1005
1001,932,934
1025,1020,947
1018,992,990
1003,1001,934
1005,936,938
984,953,951
984,899,897
977,975,874
974,973,975
1001,955,932
965,751,979
942,863,890
942,890,892
1003,954,1001
1006,939,937
732,954,729
943,923,1039
725,552,554
993,910,912
1006,937,1004
1007,938,940
964,1031,754
1014,968,987
1066,712,556
1063,722,947
970,781,887
970,887,760
1056,427,595
1018,990,988
721,983,730
1034,893,891
985,900,987
985,987,968
1016,978,976
980,878,880
956,731,891
731,956,734
1020,996,994
